Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-November-2022,3080.10,3084.70,3034.60,3045.95,3051.557310100735093928,58768,11387,179333920.00,33498,57.00,50.10,-34.15
9-November-2022,3135.05,3136.05,3081.05,3087.10,3097.524818416258546856,84534,10249,261846163.00,45581,53.92,55.00,-47.95
7-November-2022,3180.85,3197.10,3099.00,3105.55,3123.814817892258689932,36105,4627,112785334.00,18670,51.71,98.10,-75.30
4-November-2022,3140.00,3184.90,3126.45,3180.85,3157.429528928232690483,15815,2237,49934748.00,4965,31.39,58.45,40.85
3-November-2022,3117.60,3147.90,3108.50,3140.50,3121.007752679938744257,10448,1585,32608289.00,4289,41.05,39.40,22.90
2-November-2022,3158.00,3160.00,3122.00,3131.30,3135.179197535392063375,13633,1958,42741898.00,4406,32.32,38.00,-26.70
1-November-2022,3120.00,3162.95,3116.90,3157.05,3141.599966629124431652,23973,2975,75313576.00,9232,38.51,46.05,37.05
31-October-2022,3065.00,3111.70,3062.00,3106.80,3086.487438513760721980,49198,6979,151849009.00,26255,53.37,49.70,41.80
28-October-2022,3060.00,3071.70,3040.00,3053.55,3052.500901886868932530,49341,6135,150613447.00,26990,54.70,31.70,-6.45
27-October-2022,3110.00,3122.25,3033.00,3044.60,3053.382894359424300200,59267,5857,180964844.00,33714,56.88,89.25,-65.40
25-October-2022,3130.00,3138.00,3080.00,3085.25,3104.030396325074524751,40926,7309,127035548.00,21160,51.70,58.00,-44.75
24-October-2022,3145.00,3150.55,3117.05,3122.20,3127.730957742747383759,7549,1639,23611241.00,4662,61.76,33.50,-22.80
21-October-2022,3136.30,3164.00,3073.55,3091.90,3106.136574132651770124,158068,24427,490980796.00,91986,58.19,90.45,-44.40
20-October-2022,3200.00,3240.85,3101.40,3141.55,3159.300738818095423006,97859,13784,309166011.00,28825,29.46,139.45,-58.45
19-October-2022,3249.50,3256.95,3196.95,3214.10,3214.061906490050202625,33066,2797,106276171.00,18894,57.14,60.00,-35.40
18-October-2022,3212.00,3249.25,3212.00,3225.60,3231.514977961200482888,35619,5515,115103332.00,16170,45.40,37.25,13.60
17-October-2022,3184.00,3217.45,3171.05,3198.30,3186.410359264600041789,387653,5052,1235221535.00,372852,96.18,46.40,14.30
14-October-2022,3240.00,3245.00,3180.00,3185.60,3217.516444890785839819,39830,6171,128153680.00,15403,38.67,65.00,-54.40
13-October-2022,3243.00,3254.40,3195.00,3211.25,3215.769125415769908041,20444,2749,65743184.00,7042,34.45,59.40,-31.75
12-October-2022,3319.00,3337.55,3206.20,3247.60,3249.620581421418429115,66905,10383,217415865.00,17208,25.72,131.35,-71.40
11-October-2022,3285.05,3359.90,3272.50,3300.35,3333.682568230630882327,57269,7140,190916667.00,21006,36.68,87.40,15.30
10-October-2022,3260.20,3298.00,3260.00,3278.20,3277.316561984943650051,44898,8041,147144959.00,19400,43.21,38.00,18.00
